FID,Shape,latitude,longitude,hwmTypeNam,hwmQuality,Uncertainty,approvalMe,markerName,site_no,siteDescri,stateName,hwm_id,waterbody,hwm_qualit,hwm_locati,survey_dat,elev_ft,Flood,hwm_enviro,flag_date,stillwater,Curvature,Altitude,Storm surge,Wind speed,Rain,Soil moisture,Slope_Asp,Impervious,Flow accumulation,TWI,Slope,Distance to river,Distance to storm track,Distance to sea,HAND
202,Point,40.72928,-73.907607,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Marker,NYQUE31269,"54th Ave., west of Maurice Ave., Maspeth, Queens",NY,41441,Flash flooding,1,Seed line on garage wall.,9/22/2021 4:00,16.1,4.24,Riverine,9/8/2021,1,-859242000,8.76154,0.938485,32.2973,0.109468,0.400435,348.202,88,30,-1.35915,0.640207,0.001651,0.428589,0.156662,8.76168
247,Point,40.764767,-73.881902,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYQUE31584,"Alley between 87th St. and 88th St., north of Astoria Blvd., Jackson Heights, Queens",NY,41442,Flash flooding,1,"Seed line on back door to home (with number 2421), not same door as HWM-1.",9/15/2021 4:00,22.4,4.92,Riverine,9/15/2021,0,696787000,7.77667,1.33235,33.8428,0.092411,0.400435,286.568,91,0,-4.1393,0.332949,0.003696,0.455649,0.139448,7.74752
103,Point,40.622111,-74.148727,Seed line,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYRIC31271,"Vedder Ave., between Willow Rd. West and Holiday Dr., Graniteville, Staten Island",NY,41444,Flash flooding,1,Seed line on gutter downspout of house.,9/10/2021 4:00,30.1,2.32,Riverine,9/8/2021,0,-1853470000,9.47227,0.777682,34.6908,0.043068,0.388148,144.169,75,2,-3.94814,0.825001,0.007056,0.391784,0.079452,9.29502
104,Point,40.627938,-74.122955,Debris,Good: +/- 0.10 ,0.1,Ron Busciolano,Tape,NYRIC31327,"Forest Ave., between Clove Rd. and Raymond Pl., Port Richmond, Staten Island",NY,41445,Flash flooding,2,"Debris line in privacy slats of chain-link fence, northern fence at east side of double gates.",9/10/2021 4:00,61.3,2.13,Riverine,9/10/2021,0,4639390000,18.2872,0.772707,34.4031,0.047303,0.400435,343.806,83,0,-5.37319,1.14339,0.000029,0.390307,0.067621,17.5937
105,Point,40.639585,-74.138265,Debris,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Not marked,NYRIC31328,"Richmond Ter., between Port Ln. and Treadwell Ave., Elm Park, Staten Island",NY,41446,Flash flooding,1,Debris line on green privacy slats of chain-link fence in yard of house.,9/10/2021 4:00,9.8,1.25,Riverine,9/10/2021,0,-5781990000,2.56383,0.772498,34.9554,0.040433,0.392925,338.845,69,684,1.87244,0.558719,0.003777,0.405712,0.086164,2.56623
145,Point,40.700654,-73.950433,Debris,Excellent: +/- 0.05 ,0.05,Ron Busciolano,Stake,NYKIN31764,"Near intersection of Wallabout St. and Union Ave., Williamsburg, Brooklyn",NY,41447,Flash flooding,1,Debris line in privacy slats of chain-link fence on the south-west corner of Wallabout St. and Union Ave.,9/15/2021 4:00,12.8,0.41,Riverine,9/15/2021,0,6212800,3.76484,0.643554,31.5191,0.109888,0.400435,186.474,78,0,-1.1348,0.016502,0.001255,0.412829,0.116728,3.66955
248,Point,40.761716,-73.87616,Seed line,Good: +/- 0.10 ,0.1,Ron Busciolano,Marker,NYQUE31272,"Intersection of 93rd St. and 30th Ave., Jackson Heights, Queens",NY,41448,Flash flooding,2,Seed line on driveway wall.,9/22/2021 4:00,32.6,0.72,Riverine,9/8/2021,0,-654787000,9.69986,1.33235,33.8609,0.092849,0.400435,224.727,88,4,-4.64869,2.76847,0.009586,0.451138,0.136728,9.06176
42,Point,40.634414,-74.909048,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Nail and HWM tag,NJHUN31522,"Riverside Drive in Clinton, NJ",NJ,41449,Beaver Brook,4,Large multi-trunk maple tree north side of Riverside Drive.,9/15/2021 4:00,190,2,Riverine,9/10/2021,0,-6879920000,57.1452,2.11373,27.932,0.008467,0.42108,328.741,18,1224,2.22123,0.704941,0.001063,0.61249,0.655085,1.80447
43,Point,40.634067,-74.908528,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Nail and HWM tag,NJHUN31522,"Riverside Drive in Clinton, NJ",NJ,41450,Beaver Brook,4,"Large tree at edge of bank behind Riverside Drive property, streamward of HWM4.",9/15/2021 4:00,190.1,2.9,Riverine,9/10/2021,0,-2688770000,57.469,2.11373,27.932,0.008467,0.42108,176.365,8,10,-2.68626,0.856439,0.001582,0.612013,0.654499,2.52062
44,Point,40.634613,-74.909072,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJHUN31522,"Riverside Drive in Clinton, NJ",NJ,41451,Beaver Brook,3,Large tree 15 ft from west corner of garage.,9/15/2021 4:00,189.7,1.2,Riverine,9/10/2021,0,-4379510000,57.1452,2.11373,27.932,0.008467,0.42108,226.944,32,18,-2.55202,1.29334,0.001046,0.612688,0.655154,1.62966
45,Point,40.63427,-74.908625,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJHUN31522,"Riverside Drive in Clinton, NJ",NJ,41452,Beaver Brook,2,North side of utility shed.,9/15/2021 4:00,190,1.2,Riverine,9/10/2021,0,1871160000,57.5362,2.11373,27.932,0.008467,0.42108,281.672,33,0,-3.40965,0.160508,0.001498,0.612235,0.65464,2.53734
46,Point,40.638451,-74.912025,Seed line,Excellent: +/- 0.05 ,0.05,Sally Carullo,Marker,NJHUN31523,"Clinton Municipal Parking Lot at Water Street in Clinton, NJ",NJ,41453,South Branch Raritan River,1,"Long seed line on east side of shed behind Water Street, next to parking lot.",9/15/2021 4:00,196.5,2.7,Riverine,9/10/2021,0,-4845380000,58.9428,2.11373,27.9311,0.00867,0.42108,175.008,53,124,-0.82651,1.51518,0.000958,0.617189,0.658913,2.42587
47,Point,40.63841,-74.912079,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Nail and HWM tag,NJHUN31523,"Clinton Municipal Parking Lot at Water Street in Clinton, NJ",NJ,41454,South Branch Raritan River,2,Seed line in large ash tree 15 ft south behind shed with HWM1.,9/15/2021 4:00,196.5,1.6,Riverine,9/10/2021,0,-1818100000,58.9428,2.11373,27.9311,0.00867,0.42108,189.098,0,125,0.255416,0.517772,0.000958,0.617165,0.658956,2.42587
48,Point,40.63834,-74.91196,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJHUN31523,"Clinton Municipal Parking Lot at Water Street in Clinton, NJ",NJ,41455,South Branch Raritan River,3,Seed line in medium maple tree 50 ft from SW corner of parking lot on Water Street,9/15/2021 4:00,196.4,2.9,Riverine,9/10/2021,0,1130760000,59.0272,2.11373,27.9311,0.00867,0.42108,209.519,13,3,-3.63839,0.806992,0.00083,0.617065,0.658824,2.32891
49,Point,40.63738,-74.908738,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJHUN31524,"East Main Street and New Street in Clinton, NJ",NJ,41456,Beaver Brook,3,Seed line on utility pole 423 z40 on E Main Street at SE corner of post office,9/15/2021 4:00,193.9,1.4,Riverine,9/10/2021,0,883966000,58.5829,2.11373,27.932,0.008467,0.42108,352.118,60,4,-3.25195,0.685425,0.000556,0.615257,0.655467,3.91289
50,Point,40.637265,-74.908667,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJHUN31524,"East Main Street and New Street in Clinton, NJ",NJ,41457,Beaver Brook,2,"Line on north side of building opposite
back of post office",9/15/2021 4:00,194.4,1,Riverine,9/10/2021,0,4698760000,59.0004,2.11373,27.932,0.008467,0.42108,7.04753,85,0,-5.35694,1.12496,0.000422,0.615127,0.655371,2.87556
51,Point,40.637314,-74.908374,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJHUN31524,"East Main Street and New Street in Clinton, NJ",NJ,41458,Beaver Brook,2,Line in chain fence on south side of post office on  Route 173 and New Street.,9/15/2021 4:00,195.5,1.2,Riverine,9/10/2021,0,856111000,59.1722,2.11373,27.932,0.008467,0.42108,296.589,69,0,-5.65197,1.51085,0.000341,0.615093,0.655097,1.92772
66,Point,40.664234,-74.318088,Seed line,Excellent: +/- 0.05 ,0.05,Sally Carullo,Marker,NJUNI31439,"Corner of Penn Rd and Harvard Rd in Cranford, NJ",NJ,41459,Rahway River,1,Seed line on fence 0.5 ft above ground,9/15/2021 4:00,69.4,0.5,Riverine,9/9/2021,0,144666000,20.9826,0.960294,32.1511,0.042758,0.392925,138.893,32,0,-4.41999,0.440832,0.005963,0.478813,0.18085,4.61126
67,Point,40.665181,-74.319036,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Marker,NJUNI31439,"Corner of Penn Rd and Harvard Rd in Cranford, NJ",NJ,41460,Rahway River,3,Ridge of siding on house on Harvard Road.,9/15/2021 4:00,70.6,1.5,Riverine,9/9/2021,0,1357100000,21.0801,0.960294,32.1511,0.042758,0.392925,126.053,38,0,-3.72083,0.219098,0.007007,0.479984,0.182086,5.0906
68,Point,40.665523,-74.318939,Other (Note in Description box),Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31439,"Corner of Penn Rd and Harvard Rd in Cranford, NJ",NJ,41461,Rahway River,3,Cut line in mulch of garden in front of house on Harvard Road.,9/15/2021 4:00,70.1,0,Riverine,9/9/2021,0,-6100700000,21.1869,0.960294,32.1511,0.042758,0.392925,197.814,37,6,-2.92957,0.695152,0.007217,0.480287,0.182366,5.29218
69,Point,40.665229,-74.318596,Other (Note in Description box),Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31439,"Corner of Penn Rd and Harvard Rd in Cranford, NJ",NJ,41462,Rahway River,3,Debris line in yard of house on Harvard Road.,9/15/2021 4:00,69.8,0,Riverine,9/9/2021,0,-13118200,21.0952,0.960294,32.1511,0.042758,0.392925,267.941,41,1,-3.69245,0.425929,0.00708,0.47991,0.181964,5.00483
70,Point,40.646344,-74.302642,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31440,"Hawthorne Street in Cranford, NJ",NJ,41463,Rahway River,2,Seed line on back of house on Hawthorne Rd,9/15/2021 4:00,56.1,1.7,Riverine,9/9/2021,0,1960350000,16.4478,0.936231,32.406,0.04318,0.392925,173.362,23,0,-5.85086,1.84312,0.000449,0.457368,0.158624,0.330252
71,Point,40.64642,-74.30213,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31440,"Hawthorne Street in Cranford, NJ",NJ,41464,Rahway River,2,Line on corner of garage and around fenced side of house on Hawthorne Street.,9/15/2021 4:00,56.1,1.4,Riverine,9/9/2021,0,-1818290000,16.6201,0.936231,32.406,0.04318,0.392925,181.93,0,1,-5.59864,2.86309,0.000553,0.457301,0.158525,0.485022
72,Point,40.648272,-74.313073,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJUNI31520,"Hillcrest Avenue in Cranford, NJ",NJ,41465,Flash flooding,2,Debris line in front yard of house on Hillcrest Ave,9/15/2021 4:00,73.6,0,Riverine,9/10/2021,0,-531345000,22.3224,0.936231,32.1876,0.04292,0.392925,313.539,57,1,-4.93526,1.47569,0.004664,0.462088,0.164184,5.76459
73,Point,40.647927,-74.313579,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Marker,NJUNI31520,"Hillcrest Avenue in Cranford, NJ",NJ,41466,Flash flooding,4,Grass pieces on bricks on side of 3rd step of property,9/15/2021 4:00,74,0.4,Riverine,9/10/2021,0,-111983000,22.0639,0.936231,32.1876,0.04292,0.392925,136.845,34,315,-0.213599,2.07476,0.004977,0.461895,0.164062,5.96637
74,Point,40.647729,-74.313709,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJUNI31520,"Hillcrest Avenue in Cranford, NJ",NJ,41467,Flash flooding,2,Debris line against sidewalk at base of stairs to house on Hillcrest Avenue,9/15/2021 4:00,74.7,0,Riverine,9/10/2021,0,-2497100000,22.0639,0.936231,32.1876,0.04292,0.392925,304.262,34,635,0.733679,1.61963,0.005176,0.46174,0.16393,5.9488
75,Point,40.66125,-74.303492,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Marker,NJUNI31521,"Casino Ave and Claremont Place in Cranford, NJ",NJ,41468,Rahway River,4,Seed line across door and on door frame,9/15/2021 4:00,66.1,1.6,Riverine,9/10/2021,0,-742343000,19.3978,0.936079,32.3556,0.042799,0.392925,317.468,61,0,-5.84232,1.82745,0.000949,0.471934,0.173007,0.495979
76,Point,40.661405,-74.303514,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31521,"Casino Ave and Claremont Place in Cranford, NJ",NJ,41469,Rahway River,2,Seed line across porch front on supports and lattice of house on Casino Avenue.,9/15/2021 4:00,66.1,1.4,Riverine,9/10/2021,0,2284330000,19.344,0.936079,32.3556,0.042799,0.392925,198.744,47,0,-3.86102,0.252071,0.001049,0.472089,0.173162,0.492485
77,Point,40.661911,-74.303743,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31521,"Casino Ave and Claremont Place in Cranford, NJ",NJ,41470,Rahway River,2,Seed line of fine debris across side of house,9/15/2021 4:00,66.1,0.8,Riverine,9/10/2021,0,-3029440000,19.4528,0.936079,32.3556,0.042799,0.392925,207.388,50,3,-4.92602,2.92235,0.00139,0.472639,0.173714,0.68968
78,Point,40.66667,-74.30639,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31434,"Elmora Ave and Henley Ave in Cranford, NJ",NJ,41471,Rahway River,2,"Silt line, next to garage door on Henley Ave",9/15/2021 4:00,69.3,3.8,Riverine,9/8/2021,0,-286381000,20.9752,0.936079,32.3046,0.042652,0.392925,142.78,46,0,-6.08029,2.31796,0.00309,0.477942,0.179063,1.16514
79,Point,40.666389,-74.306111,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31434,"Elmora Ave and Henley Ave in Cranford, NJ",NJ,41472,Rahway River,3,"Elmora Ave, front yard near sidewalk, 3 ft right of front steps",9/15/2021 4:00,69,0,Riverine,9/8/2021,0,4101390000,21.2531,0.936079,32.3046,0.042652,0.392925,351.886,56,0,-5.26208,1.02318,0.003059,0.477595,0.178709,1.18012
80,Point,40.667222,-74.305833,Other (Note in Description box),Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31434,"Elmora Ave and Henley Ave in Cranford, NJ",NJ,41473,Rahway River,3,Cut line in mulch bankward side of driveway on Elmora Ave (driveway on Dunham Ave).,9/15/2021 4:00,69.8,0,Riverine,9/8/2021,0,3480440000,20.924,0.936079,32.3046,0.042652,0.392925,146.217,37,0,-3.17155,0.1265,0.003868,0.47832,0.179412,1.63086
106,Point,40.668889,-74.225278,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Other (Note in Description box),NJUNI31723,"Orchard Street in Elizabeth, NJ",NJ,41474,Elizabeth River,2,Debris line on house siding on Orchard St. Elizabeth NJ.,9/18/2021 4:00,23.4,1.7,Riverine,9/13/2021,0,283536000,6.44934,0.829815,34.8432,0.037445,0.392925,140.709,86,1,-4.70395,0.585588,0.000645,0.457792,0.154609,5.31443
107,Point,40.669167,-74.225,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Other (Note in Description box),NJUNI31723,"Orchard Street in Elizabeth, NJ",NJ,41475,Elizabeth River,2,Debris line on siding next to garage door.,9/18/2021 4:00,23.4,0.4,Riverine,9/13/2021,0,1647430000,6.51704,0.829815,34.8432,0.037445,0.392925,146.513,68,4,-4.0355,1.50029,0.000672,0.457983,0.154744,5.09517
108,Point,40.668889,-74.225833,Other (Note in Description box),Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31723,"Orchard Street in Elizabeth, NJ",NJ,41476,Elizabeth River,3,Cut line in mulch garden bed.,9/18/2021 4:00,23.5,0,Riverine,9/13/2021,0,2349620000,6.99522,0.829815,34.8432,0.037445,0.392925,71.3764,91,336,-5.66076,1.52419,0.0011,0.457945,0.154767,5.6883
7,Point,40.503925,-74.865608,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJHUN31738,"Park and Ride on Route 12 in Flemington, NJ",NJ,41477,Walnut Brook,3,Wooden fence at north middle end of car park.,9/25/2021 4:00,179.4,1,Riverine,9/14/2021,0,6191200000,54.385,2.19468,27.4962,0.008973,0.428718,187.456,59,0,-5.15373,0.918132,0.002247,0.475088,0.594654,1.85555
8,Point,40.503248,-74.865348,Debris,Good: +/- 0.10 ,0.1,Sally Carullo,Nail and HWM tag,NJHUN31738,"Park and Ride on Route 12 in Flemington, NJ",NJ,41480,Walnut Brook,2,Line of debris in chain fence in electrical enclosure at west side of car park.,9/25/2021 4:00,179.1,2.6,Riverine,9/14/2021,0,-83546900,53.7015,2.19468,27.4962,0.008973,0.428718,241.257,73,0,-4.91107,0.720335,0.001998,0.474366,0.594372,1.65004
9,Point,40.50314,-74.864977,Seed line,Poor: +/- 0.40 ,0.4,Sally Carullo,Nail and HWM tag,NJHUN31738,"Park and Ride on Route 12 in Flemington, NJ",NJ,41481,Walnut Brook,4,Seed line in tree,9/25/2021 4:00,178.8,2.8,Riverine,9/14/2021,0,-655878000,53.4449,2.19468,27.4962,0.008973,0.428718,157.937,33,2,-4.17904,1.03924,0.002254,0.47416,0.593998,1.65004
10,Point,40.503246,-74.864752,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Other (Note in Description box),NJHUN31738,"Park and Ride on Route 12 in Flemington, NJ",NJ,41482,Walnut Brook,3,"Debris on fence of brick building east of wooden enclosure, south of parking lot. Marked with flagging tape.",9/25/2021 4:00,179,1.6,Riverine,9/14/2021,0,-3452240000,53.8089,2.19468,27.4962,0.008973,0.428718,334.548,40,3,-3.53722,0.729352,0.002502,0.474199,0.593777,1.65004
81,Point,40.618361,-74.442988,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJSOM31525,"Glenside Place in North Plainfield, NJ",NJ,41483,Stony Brook,2,Seed line on outside of fence on property line,9/25/2021 4:00,67.4,0.8,Riverine,9/11/2021,0,-1039880000,20.2776,1.15683,30.186,0.030166,0.430111,198.003,42,1,-3.66603,0.414826,0.002294,0.469018,0.217508,0.590273
82,Point,40.618314,-74.443065,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJSOM31525,"Glenside Place in North Plainfield, NJ",NJ,41484,Stony Brook,3,"Seed line on house foundation on other side of driveway from HWM1, rear corner of property.",9/25/2021 4:00,67.3,0.8,Riverine,9/11/2021,0,-305276000,20.1705,1.15683,30.186,0.030166,0.430111,226.297,31,9,-2.06687,0.41911,0.002238,0.468994,0.21754,0.512831
109,Point,40.608511,-74.292791,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Tape,NJUNI31728,"Inwood Place off of Maple Ave, Rahway, NJ",NJ,41502,Robinsons Branch,2,Seed line on garage door,9/25/2021 4:00,21.7,1.2,Riverine,9/14/2021,0,5652800000,6.48012,0.918593,32.5268,0.044226,0.388148,205.083,30,0,-5.23635,0.997196,0.000509,0.418285,0.119721,2.69309
110,Point,40.608544,-74.292372,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJUNI31728,"Inwood Place off of Maple Ave, Rahway, NJ",NJ,41503,Robinsons Branch,3,Line on basement window and side of house on Inwood Place,9/25/2021 4:00,21.7,1.8,Riverine,9/14/2021,0,-1500900000,5.76709,0.918593,32.5268,0.044226,0.388148,292.799,44,1,-4.65483,1.11494,0.000401,0.418202,0.119601,0
111,Point,40.608624,-74.292318,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJUNI31728,"Inwood Place off of Maple Ave, Rahway, NJ",NJ,41504,Robinsons Branch,3,Mud line on garage door of house on Inwood Place,9/25/2021 4:00,21.6,2.7,Riverine,9/14/2021,0,5230940000,6.15051,0.918593,32.5268,0.044226,0.388148,240.395,44,0,-5.18074,0.943262,0.000463,0.418263,0.119656,1.57245
112,Point,40.610304,-74.28942,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Stake,NJUNI31726,"Mooney Place near Central Ave in Rahway, NJ",NJ,41505,Rahway River,2,Seed line on gas meter on south side of house,9/25/2021 4:00,23.9,0.5,Riverine,9/14/2021,0,1794510000,5.97805,0.918593,32.7509,0.04785,0.388148,151.75,41,0,-4.46585,0.46152,0.001924,0.419083,0.120238,2.30977
113,Point,40.610078,-74.28909,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Tape,NJUNI31726,"Mooney Place near Central Ave in Rahway, NJ",NJ,41506,Rahway River,2,"Seed line on lower portion of house near basement window to the
left of steps on house on Mooney Place",9/25/2021 4:00,23.9,1.1,Riverine,9/14/2021,0,3850780000,5.37534,0.918593,32.7509,0.04785,0.388148,237.937,53,0,-5.11864,0.886476,0.001524,0.418775,0.119916,1.40961
114,Point,40.610388,-74.288905,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Tape,NJUNI31726,"Mooney Place near Central Ave in Rahway, NJ",NJ,41507,Rahway River,2,Line on north side of house on Mooney Place across basement window,9/25/2021 4:00,23.8,1.3,Riverine,9/14/2021,0,1347430000,5.49104,0.918593,32.7509,0.04785,0.388148,169.338,32,0,-3.85311,0.250086,0.001506,0.419022,0.120147,2.236
115,Point,40.666563,-74.237255,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Nail and HWM tag,NJUNI31724,"Intersection of Park Ave and Springfield Rd in Elizabeth, NJ",NJ,41508,Flash flooding,3,Debris line on tree trunk,9/18/2021 4:00,43.2,1.5,Riverine,9/13/2021,0,-5726980000,12.36,0.848398,34.2043,0.040628,0.392925,137.41,52,19450,4.76528,0.879184,0.007534,0.458846,0.156205,11.9061
116,Point,40.666805,-74.236782,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Other (Note in Description box),NJUNI31724,"Intersection of Park Ave and Springfield Rd in Elizabeth, NJ",NJ,41509,Flash flooding,3,Debris line on ground at base of fence.,9/18/2021 4:00,42,0,Riverine,9/13/2021,0,-1903660000,12.4156,0.848398,34.2043,0.040628,0.392925,248.32,49,43,-0.398481,0.347705,0.007077,0.458949,0.156273,10.8204
117,Point,40.666577,-74.236683,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31724,"Intersection of Park Ave and Springfield Rd in Elizabeth, NJ",NJ,41510,Flash flooding,3,Grass debris line caught in bush,9/18/2021 4:00,41.3,1.2,Riverine,9/13/2021,0,-4698230000,12.4288,0.848398,34.2043,0.040628,0.392925,175.721,55,1,-4.81255,1.30535,0.006964,0.458703,0.156025,10.7386
118,Point,40.608333,-74.286567,Debris,Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJUNI31720,"Elm Ave and St. George Ave in Rahway, NJ",NJ,41511,Robinsons Branch,4,Debris line in entrance to back parking lot of dermatologist office on corner of Elm Ave. and St. George Ave. next to large tree,9/25/2021 4:00,18.6,0,Riverine,9/13/2021,0,4249130000,5.70887,0.918593,32.7038,0.044297,0.388148,10.1793,42,0,-5.8335,1.81141,0.00131,0.416404,0.117452,3.67044
119,Point,40.608282,-74.286743,Seed line,Fair: +/- 0.20 ,0.2,Sally Carullo,Marker,NJUNI31720,"Elm Ave and St. George Ave in Rahway, NJ",NJ,41512,Robinsons Branch,3,"Seed line near bottom of green sign support post for ""2hr parking"" sign in front of dermatologist office.",9/25/2021 4:00,19.3,1.3,Riverine,9/13/2021,0,-3129910000,5.37257,0.918593,32.7038,0.044297,0.388148,265.117,34,3,-3.6739,0.836157,0.001176,0.416403,0.117458,3.61917
120,Point,40.666392,-74.236432,Debris,Good: +/- 0.10 ,0.1,Sally Carullo, ,NJUNI31724,"Intersection of Park Ave and Springfield Rd in Elizabeth, NJ",NJ,41513,Flash flooding,2,Debris line on front lawn of house on Park Ave.,9/18/2021 4:00,41.1,0,Riverine,9/13/2021,0,1534410000,11.8311,0.848398,34.2043,0.040628,0.392925,9.8209,68,19674,3.64083,2.73588,0.006706,0.458456,0.155767,10.6183
121,Point,40.608142,-74.286637,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJUNI31720,"Elm Ave and St. George Ave in Rahway, NJ",NJ,41514,Robinsons Branch,4,Stake with flagging on curb in line with flag pole on Elm Avenue.,9/25/2021 4:00,19.3,0,Riverine,9/13/2021,0,3923750000,6.00538,0.924814,32.7038,0.044297,0.388148,348.291,34,0,-6.23277,2.69924,0.001334,0.416239,0.117292,4.2423
122,Point,40.612049,-74.277259,Seed line,Good: +/- 0.10 ,0.1,Sally Carullo,Marker,NJUNI31725,"Corner of Irving & Seminary Ave in Rahway, NJ",NJ,41515,Rahway River,2,Line on inside of leg of letter R in ART sculpture in front of The Gallery Space,9/25/2021 4:00,16.1,0.8,Riverine,9/14/2021,0,7636990000,4.86008,0.895682,32.9433,0.047568,0.388148,126.779,50,0,-6.24716,2.73831,0.000821,0.417419,0.118475,1.37513
123,Point,40.612024,-74.277003,Mud,Fair: +/- 0.20 ,0.2,Sally Carullo,Marker,NJUNI31725,"Corner of Irving & Seminary Ave in Rahway, NJ",NJ,41516,Rahway River,3,Line marked on fence post leveled in with other posts,9/25/2021 4:00,16,2.6,Riverine,9/14/2021,0,-955390000,3.86759,0.895682,32.9433,0.047568,0.388148,189.585,47,2,-4.47671,1.39943,0.000779,0.417325,0.118392,1.10596
124,Point,40.612308,-74.277326,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Stake,NJUNI31725,"Corner of Irving & Seminary Ave in Rahway, NJ",NJ,41517,Rahway River,3,Debris lines indicating the extent of water on lawn of Gallery Space on Irving Street,9/25/2021 4:00,16.1,0,Riverine,9/14/2021,0,-1991670000,4.95256,0.895682,32.9433,0.047568,0.388148,106.011,56,7,-3.28925,1.13826,0.001088,0.417687,0.118743,2.58141
125,Point,40.675117,-74.217102,Debris,Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJUNI31719,"Union Ave in Elizabeth, NJ",NJ,41518,Elizabeth River,4,Debris line past fence in school yard,9/18/2021 4:00,21.1,0,Riverine,9/13/2021,0,-5018730000,6.21627,0.816761,34.8432,0.037445,0.392925,217.82,54,1889,2.10446,1.22221,0.004023,0.461535,0.156333,3.97917
126,Point,40.674923,-74.217018,Debris,Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJUNI31719,"Union Ave in Elizabeth, NJ",NJ,41519,Elizabeth River,4,Debris line between corner of fence north of school main entrance,9/18/2021 4:00,21.9,0,Riverine,9/13/2021,0,-6954910000,6.03419,0.816761,34.8432,0.037445,0.392925,196.573,54,1911,2.67112,0.701645,0.00389,0.461325,0.156122,3.78223
127,Point,40.674903,-74.218284,Debris,Fair: +/- 0.20 ,0.2,Sally Carullo,Tape,NJUNI31719,"Union Ave in Elizabeth, NJ",NJ,41520,Elizabeth River,3,Debris line along fence at driveway at on Parker Rd.,9/18/2021 4:00,23,1.2,Riverine,9/13/2021,0,-2239670000,6.63091,0.816761,34.8432,0.037445,0.392925,344.713,58,4,-3.447,0.833024,0.003063,0.461654,0.156663,4.66371
14,Point,40.549627,-74.585476,Other (Note in Description box),Poor: +/- 0.40 ,0.4,Sally Carullo,Stake,NJSOM31740,"Marketplace at Manville shopping center in Manville, NJ",NJ,41521,Raritan River,4,Cut line in mulch by shopping center signage at end of move theater parking lot,9/20/2021 4:00,47.2,0,Riverine,9/15/2021,0,2481630000,14.176,1.47573,28.5699,0.010148,0.430111,287.234,85,0,-4.83291,0.666182,0.001481,0.442073,0.320819,6.75877
